bookId,title,author,coverImg,rating,language,isbn,genres,bookFormat,category
596,All the King's Men,Robert Penn Warren,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342193852l/5527.jpg,4.07,English,9.78E+12,"['Fiction', 'Classics', 'Historical Fiction', 'Politics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Southern', 'Historical']",Paperback,Fiction
597,Julius Caesar,"William Shakespeare, Roma Gill",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354574927l/13006.jpg,3.69,English,9.78E+12,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Historical Fiction', 'Literature', 'Read For School', 'Theatre', 'High School']",Paperback,Classics
598,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529574245l/40593473.jpg,4.33,English,9.78E+12,"['Contemporary', 'Fiction', 'Novels', 'Drama', 'Book Club', 'Epic', 'Adult', 'New Adult', 'Poetry', 'Young Adult']",Paperback,Contemporary
599,Anne of Avonlea,L.M. Montgomery,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305545757l/77390.jpg,4.21,English,9.78E+12,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', 'Romance', 'Canada', 'Audiobook', 'Middle Grade']",Paperback,Classics
600,A Dog's Purpose,W. Bruce Cameron (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564936796l/7723542._SY475_.jpg,4.34,English,9.78E+12,"['Fiction', 'Animals', 'Dogs', 'Contemporary', 'Adult', 'Fantasy', 'Audiobook', 'Adult Fiction', 'Humor', 'Young Adult']",Hardcover,Fiction
601,Peace Like a River,Leif Enger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436139976l/227571._SY475_.jpg,4,English,9.78E+12,"['Fiction', 'Historical Fiction', 'Book Club', 'Adult Fiction', 'Adult', 'Literary Fiction', 'Novels', 'Contemporary', 'Coming Of Age', 'Family']",Paperback,Fiction
602,We Need to Talk About Kevin,Lionel Shriver (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865017l/80660.jpg,4.05,English,9.78E+12,"['Fiction', 'Contemporary', 'Thriller', 'Horror', 'Crime', 'Drama', 'Adult', 'Literary Fiction', 'Psychology', 'Book Club']",Paperback,Fiction
603,The Silver Chair,"C.S. Lewis, Pauline Baynes (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336139237l/65641.jpg,3.96,English,1.00E+13,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']",Paperback,Fantasy
604,A Monster Calls,Patrick Ness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430763000l/25480342.jpg,4.35,English,9.78E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Contemporary', 'Middle Grade', 'Magical Realism', 'Childrens', 'Death', 'Paranormal']",Paperback,Fantasy
605,The Wasp Factory,Iain Banks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434940562l/567678._SY475_.jpg,3.81,English,9.78E+12,"['Fiction', 'Horror', 'Thriller', 'Mystery', 'Contemporary', 'Dark', 'Drama', 'Suspense', 'Novels', 'Classics']",Paperback,Fiction
606,The Art of War,"Sun Tzu, Thomas Cleary (Translator), Pulat Otkan (Translator), Giray Fidan (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453417993l/10534._SY475_.jpg,3.97,English,9.78E+12,"['Nonfiction', 'Classics', 'Philosophy', 'History', 'War', 'Business', 'Politics', 'Military Fiction', 'China', 'Leadership']",Paperback,Nonfiction
607,Poison Study,Maria V. Snyder (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388519019l/60510.jpg,4.11,English,9.78E+12,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Paranormal', 'High Fantasy', 'Young Adult Fantasy', 'Adventure', 'New Adult']",Paperback,Fantasy
608,Mythology,"Edith Hamilton, Steele Savage (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305000423l/23522.jpg,4,English,9.78E+12,"['Mythology', 'Classics', 'Nonfiction', 'History', 'Reference', 'Religion', 'School', 'Literature', 'Greek Mythology', 'Short Stories']",Paperback,Mythology
609,The Two Towers,"J.R.R. Tolkien, Peter S. Beagle (Goodreads Author) (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298415523l/15241.jpg,4.44,English,9.78E+12,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Novels', 'Literature', 'Magic']",Paperback,Fantasy
610,One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, H.T. Willetts (Translation)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164l/17125._SY475_.jpg,3.95,English,9.78E+12,"['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels', 'Historical', '20th Century', 'School']",Paperback,Fiction
611,The Secret,Rhonda Byrne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591728338l/52529.jpg,3.68,English,1.00E+13,"['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Philosophy', 'Personal Development', 'Inspirational', 'Audiobook', 'New Age', 'Business']",Hardcover,Self Help
612,The Queen of the Damned,Anne Rice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871992l/43758.jpg,3.89,English,9.78E+12,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Gothic', 'Adult', 'Science Fiction Fantasy']",Paperback,Horror
613,Left Behind,"Tim LaHaye, Jerry B. Jenkins",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054l/27523.jpg,3.83,English,9.78E+12,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Fantasy', 'Thriller', 'Christianity', 'Science Fiction', 'Apocalyptic', 'Spirituality']",Mass Market Paperback,Fiction
614,The Eyre Affair,Jasper Fforde (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445540555l/27003._SY475_.jpg,3.88,English,9.78E+12,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Books About Books', 'Time Travel', 'Alternate History', 'Science Fiction Fantasy', 'Adult']",Paperback,Fantasy
615,Inheritance,Christopher Paolini (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390886502l/7664041.jpg,4.1,English,9.78E+12,"['Fantasy', 'Young Adult', 'Dragons', 'Fiction', 'Magic', 'Adventure', 'High Fantasy', 'Epic Fantasy', 'Young Adult Fantasy', 'Science Fiction Fantasy']",Hardcover,Fantasy
616,Before I Fall,Lauren Oliver (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361044695l/6482837.jpg,3.9,English,9.78E+12,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Fantasy', 'Realistic Fiction', 'Teen', 'Paranormal', 'Death', 'Audiobook']",Paperback,Young Adult
617,The Talisman,"Stephen King (Goodreads Author), Peter Straub (Goodreads Author)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170530286l/59219._SX318_.jpg,4.13,English,9.78E+12,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Adventure', 'Mystery', 'Supernatural', 'Audiobook', 'Paranormal', 'Science Fiction']",Hardcover,Horror
618,Where She Went,Gayle Forman (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347810457l/8492825.jpg,4.02,English,9.78E+12,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Music', 'New Adult', 'Teen', 'Audiobook', 'Young Adult Contemporary']",Hardcover,Young Adult
619,Prince Caspian,C.S. Lewis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880l/121749.jpg,3.97,English,9.78E+12,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']",Hardcover,Fantasy
620,The Memory Keeper's Daughter,Kim Edwards (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552112312l/10441._SY475_.jpg,3.67,English,9.78E+12,"['Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Historical Fiction', 'Book Club', 'Drama', 'Chick Lit', 'Novels', 'Family']",Paperback,Fiction
621,The Knife of Never Letting Go,Patrick Ness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534503008l/20758104._SY475_.jpg,3.97,English,9.78E+12,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Teen', 'Audiobook', 'Thriller', 'Post Apocalyptic']",Paperback,Young Adult
622,Shadowfever,Karen Marie Moning (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439940228l/7304203._SY475_.jpg,4.41,English,9.78E+12,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Adult', 'Fiction', 'Magic', 'Supernatural']",Hardcover,Urban Fantasy
623,Gone,Michael Grant (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357796831l/2536134.jpg,3.86,English,9.78E+12,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Paranormal', 'Romance', 'Adventure', 'Supernatural', 'Teen']",Hardcover,Young Adult
624,Native Son,Richard Wright,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440820866l/15622._SY475_.jpg,3.99,English,9.78E+12,"['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Literature', 'Race', 'Novels', 'School', 'American', 'Banned Books']",Paperback,Fiction
625,Seabiscuit: An American Legend,Laura Hillenbrand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171644213l/110737.jpg,4.22,English,9.78E+12,"['Nonfiction', 'History', 'Biography', 'Sports', 'Animals', 'Horses', 'Historical', 'Biography Memoir', 'American History', 'Horse Racing']",Mass Market Paperback,Nonfiction
626,The Blind Assassin,Margaret Atwood (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445426l/78433.jpg,3.95,English,1.00E+13,"['Fiction', 'Historical Fiction', 'Mystery', 'Canada', 'Literary Fiction', 'Contemporary', 'Classics', 'Literature', 'Science Fiction', 'Historical']",Paperback,Fiction
627,The Killer Angels,Michael Shaara,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355371689l/682804.jpg,4.32,English,9.78E+12,"['Historical Fiction', 'Fiction', 'Civil War', 'War', 'Historical', 'Military Fiction', 'Classics', 'American History', 'American Civil War', 'School']",Mass Market Paperback,Historical Fiction
628,Foucault's Pendulum,"Umberto Eco, William Weaver (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396645125l/17841.jpg,3.9,English,9.78E+12,"['Fiction', 'Mystery', 'Historical Fiction', 'Literature', 'Classics', 'Italian Literature', 'Thriller', 'Novels', 'Italy', 'Philosophy']",Paperback,Fiction
629,The Scorch Trials,James Dashner (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388240248l/7631105.jpg,3.91,English,9.78E+12,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic', 'Teen', 'Audiobook', 'Mystery']",Hardcover,Young Adult
630,Darkfever,Karen Marie Moning (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392579949l/112750.jpg,4.09,English,9.78E+12,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Adult', 'Fiction', 'Supernatural', 'Vampires']",Hardcover,Fantasy
631,The History of Love,Nicole Krauss,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327911009l/3867.jpg,3.92,English,9.78E+12,"['Fiction', 'Historical Fiction', 'Romance', 'Contemporary', 'Novels', 'Literary Fiction', 'Book Club', 'Adult Fiction', 'Adult', 'Love']",Paperback,Fiction
632,If on a Winter's Night a Traveler,"Italo Calvino, William Weaver (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312857l/374233._SY475_.jpg,4.05,English,9.78E+12,"['Fiction', 'Classics', 'Italian Literature', 'Literature', 'Magical Realism', 'Italy', 'Novels', 'Books About Books', 'Literary Fiction', '20th Century']",Paperback,Fiction
633,Sense and Sensibility,"Jane Austen, Tony Tanner (Introduction), Ros Ballaster (Introduction/Editor)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675l/14935._SY475_.jpg,4.07,English,1.00E+13,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Classic Literature', '19th Century', 'British Literature', 'Novels', 'Audiobook']",Paperback,Classics
634,Pretties,Scott Westerfeld (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207l/24768.jpg,3.85,English,9.78E+12,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen', 'Adventure', 'Post Apocalyptic', 'Science Fiction Fantasy']",Paperback,Young Adult
635,The Bourne Identity,Robert Ludlum,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860740l/7869.jpg,4.02,English,9.78E+12,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Espionage', 'Adventure', 'Action', 'Mystery Thriller', 'Crime', 'Novels']",Paperback,Fiction
636,Words of Radiance,Brandon Sanderson (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507307927l/17332218.jpg,4.75,English,9.78E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy', 'Epic', 'Adult', 'Adventure']",Hardcover,Fantasy
637,Possession,A.S. Byatt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391124124l/41219.jpg,3.88,English,9.78E+12,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Mystery', 'Historical', 'Literary Fiction', 'Literature', 'British Literature', 'Poetry']",Paperback,Fiction
638,Gravity's Rainbow,Thomas Pynchon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414969925l/415.jpg,3.98,English,9.78E+12,"['Fiction', 'Classics', 'Science Fiction', 'Literature', 'Historical Fiction', 'Novels', 'American', 'War', 'Unfinished', '20th Century']",Paperback,Fiction
639,A People's History of the United States,Howard Zinn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494279423l/2767._SY475_.jpg,4.07,English,9.78E+12,"['History', 'Nonfiction', 'Politics', 'American History', 'Historical', 'Social Justice', 'Classics', 'Audiobook', 'American', 'Unfinished']",Paperback,History
640,I Am Legend and Other Stories,Richard Matheson,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583l/547094.jpg,4,English,9.78E+12,"['Horror', 'Fiction', 'Science Fiction', 'Vampires', 'Short Stories', 'Fantasy', 'Post Apocalyptic', 'Classics', 'Dystopia', 'Zombies']",Paperback,Horror
641,A Brief History of Time,Stephen Hawking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578746l/3869.jpg,4.18,English,9.78E+12,"['Science', 'Nonfiction', 'Physics', 'History', 'Astronomy', 'Philosophy', 'Classics', 'Popular Science', 'Space', 'Audiobook']",Paperback,Science
642,Night,"Elie Wiesel, Marion Wiesel (Translator), François Mauriac (Foreword)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575073611l/1617.jpg,4.34,English,1.00E+13,"['Nonfiction', 'Classics', 'History', 'Memoir', 'Holocaust', 'Biography', 'School', 'Historical', 'War', 'World War II']",Paperback,Nonfiction
643,Oedipus Rex,"Sophocles, J.E. Thomas (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316l/1554.jpg,3.71,English,9.78E+12,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Mythology', 'Read For School', 'Theatre', 'Literature', 'High School']",Paperback,Classics
644,Scarlet,Marissa Meyer (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470056982l/13206760._SY475_.jpg,4.27,English,9.78E+12,"['Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Dystopia', 'Retellings', 'Fiction', 'Fairy Tales', 'Audiobook', 'Adventure']",Hardcover,Young Adult
645,Alanna: The First Adventure,Tamora Pierce (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206270l/13831.jpg,4.24,English,9.78E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Young Adult Fantasy', 'High Fantasy', 'Middle Grade', 'Childrens', 'Teen']",Mass Market Paperback,Fantasy
646,House of Sand and Fog,Andre Dubus III,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519083021l/38311414.jpg,3.85,,9.78E+12,"['Fiction', 'Contemporary', 'Literary Fiction', 'Adult Fiction', 'Novels', 'Literature', 'Book Club', 'Adult', 'Drama', 'Suspense']",Paperback,Fiction
647,Watchers,Dean Koontz (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532695250l/32423._SY475_.jpg,4.18,English,1.00E+13,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Drama', 'Fantasy', 'Novels', 'Mystery Thriller']",Paperback,Horror
648,John Adams,David McCullough,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278l/2203._SY475_.jpg,4.06,English,9.78E+12,"['History', 'Biography', 'Nonfiction', 'American History', 'Presidents', 'Politics', 'Historical', 'Biography Memoir', 'American Revolution', 'Audiobook']",Paperback,History
649,One for the Money,Janet Evanovich (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230l/6853.jpg,4.04,English,9.78E+12,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Mystery Thriller', 'Contemporary', 'Adult', 'Comedy']",Paperback,Mystery
650,A Wizard of Earthsea,Ursula K. Le Guin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353424536l/13642.jpg,3.99,English,9.78E+12,"['Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'Magic', 'Science Fiction', 'High Fantasy', 'Adventure', 'Dragons']",Paperback,Fantasy
651,The Song of Achilles,Madeline Miller (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331154660l/11250317.jpg,4.35,English,9.78E+12,"['Historical Fiction', 'Fantasy', 'Fiction', 'Mythology', 'LGBT', 'Romance', 'Historical', 'Retellings', 'Audiobook', 'Adult']",Hardcover,Historical Fiction
652,Lover Unbound,J.R. Ward (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351276662l/304027.jpg,4.33,English,9.78E+12,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",Mass Market Paperback,Paranormal
653,Champion,Marie Lu (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310l/14290364.jpg,4.34,English,9.78E+12,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Action', 'Audiobook', 'Teen']",Hardcover,Dystopia
654,The Haunting of Hill House,"Shirley Jackson, Laura Miller (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871336l/89717._SY475_.jpg,3.84,English,9.78E+12,"['Horror', 'Classics', 'Fiction', 'Gothic', 'Mystery', 'Paranormal', 'Audiobook', 'Ghosts', 'Thriller', 'Supernatural']",Paperback,Horror
655,The Left Hand of Darkness,Ursula K. Le Guin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612l/18423._SY475_.jpg,4.07,English,1.00E+13,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Feminism', 'Speculative Fiction', 'Novels', 'Gender', 'LGBT']",Paperback,Science Fiction
656,Assassin's Apprentice,Robin Hobb (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464570795l/77197._SY475_.jpg,4.15,English,9.78E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Adult', 'Audiobook', 'Young Adult']",Mass Market Paperback,Fantasy
657,I'll Give You the Sun,Jandy Nelson (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451382614l/20820994._SY475_.jpg,4.14,English,9.78E+12,"['Young Adult', 'Contemporary', 'LGBT', 'Romance', 'Fiction', 'Realistic Fiction', 'Queer', 'Coming Of Age', 'Young Adult Contemporary', 'Family']",Hardcover,Young Adult
658,1Q84,"Haruki Murakami, Jay Rubin (Translator), Philip Gabriel (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483103331l/10357575.jpg,3.92,English,9.78E+12,"['Fiction', 'Fantasy', 'Magical Realism', 'Japan', 'Science Fiction', 'Japanese Literature', 'Contemporary', 'Literature', 'Novels', 'Dystopia']",Hardcover,Fiction
659,The Night Before Christmas,"Clement C. Moore, Jan Brett (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388370094l/196970.jpg,4.37,English,9.78E+12,"['Christmas', 'Childrens', 'Picture Books', 'Classics', 'Poetry', 'Fiction', 'Holiday', 'Fantasy', 'Kids', 'Juvenile']",Hardcover,Christmas
660,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327909237l/99300.jpg,4.04,English,9.78E+12,"['Classics', 'Short Stories', 'Fiction', 'Feminism', 'Horror', 'Literature', 'School', 'Gothic', 'Mental Health', '19th Century']",Paperback,Classics
661,The Magus,John Fowles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441323311l/16286._SY475_.jpg,4.05,English,9.78E+12,"['Fiction', 'Classics', 'Fantasy', 'Mystery', 'Literature', 'Novels', 'Literary Fiction', 'Greece', 'British Literature', 'Contemporary']",Paperback,Fiction
662,Oryx and Crake,Margaret Atwood (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494109986l/46756.jpg,4.01,English,9.78E+12,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Canada', 'Speculative Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Novels']",Paperback,Fiction
663,Tempted,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408633041l/6262365.jpg,3.95,English,9.78E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",Paperback,Young Adult
664,Cress,Marissa Meyer (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057005l/13206828._SY475_.jpg,4.43,English,9.78E+12,"['Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction', 'Fairy Tales', 'Audiobook', 'Adventure']",Hardcover,Young Adult
665,Inferno,Dan Brown (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896l/17212231.jpg,3.85,English,9.78E+12,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Suspense', 'Historical Fiction', 'Adventure', 'Novels', 'Crime', 'Adult']",Hardcover,Fiction
666,A Breath of Snow and Ashes,Diana Gabaldon (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197203l/10965.jpg,4.44,English,9.78E+12,"['Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Adult', 'Adventure']",Paperback,Historical Fiction
667,Night Watch,Terry Pratchett,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310l/47989.jpg,4.5,English,9.78E+12,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Time Travel', 'Science Fiction Fantasy', 'Science Fiction', 'Audiobook', 'Novels', 'High Fantasy']",Paperback,Fantasy
668,A Heartbreaking Work of Staggering Genius,Dave Eggers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327714834l/4953.jpg,3.69,English,9.78E+12,"['Fiction', 'Contemporary', 'Literature', 'Novels', 'Humor', 'Biography Memoir', 'American', 'Unfinished', 'Adult', 'Literary Fiction']",Paperback,Fiction
669,Veronika Decides to Die,"Paulo Coelho (Goodreads Author), Margaret Jull Costa (Translator), Kâmuran Şipal (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348139939l/1431.jpg,3.7,English,9.78E+12,"['Fiction', 'Contemporary', 'Philosophy', 'Novels', 'Psychology', 'Romance', 'Drama', 'Mental Health', 'Literature', 'Spirituality']",Paperback,Fiction
670,Brainwalker,"Robyn Mundell (Goodreads Author), Stephan Lacast (Goodreads Author)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465002076l/30346601.jpg,4.35,English,9.78E+12,"['Young Adult', 'Adventure', 'Fantasy', 'Middle Grade', 'Childrens', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'Fiction', 'Drama', 'New Adult']",ebook,Young Adult
671,The Lies of Locke Lamora,Scott Lynch (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334l/29588376._SY475_.jpg,4.28,English,B000JMKNJ2,"['Fantasy', 'Fiction', 'Adventure', 'Adult', 'High Fantasy', 'Epic Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Mystery', 'Crime']",Kindle Edition,Fantasy
672,Jitterbug Perfume,Tom Robbins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607752l/8682.jpg,4.22,English,9.78E+12,"['Fiction', 'Fantasy', 'Humor', 'Magical Realism', 'Literature', 'Novels', 'Contemporary', 'American', 'Comedy', 'Classics']",Paperback,Fiction
673,Papillon,Henri Charrière,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865561l/6882.jpg,4.24,English,9.78E+12,"['Nonfiction', 'Biography', 'Classics', 'Adventure', 'Memoir', 'Autobiography', 'France', 'History', 'Crime', 'Biography Memoir']",Paperback,Nonfiction
674,Prodigal Summer,Barbara Kingsolver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426308771l/14249.jpg,4,English,9.78E+12,"['Fiction', 'Contemporary', 'Nature', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction', 'Literature', 'Environment', 'Audiobook']",Paperback,Fiction
675,Corelli's Mandolin,Louis de Bernières,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479680795l/3388._SY475_.jpg,3.98,English,9.78E+12,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'War', 'Historical', 'Greece', 'World War II', 'Novels', 'Literature']",Paperback,Fiction
